"start_station_name","ride_count","rider_type"
"W 103rd St & S Avers Ave","42","member"
"Doty Ave & 111th St","42","casual"
"Meade Ave & Diversey Ave","42","casual"
"Kedzie Ave & Jackson Blvd","42","casual"
"Hegewisch Metra Station","42","casual"
"Dauphin Ave & 103rd St","42","casual"
"Harlem Ave & Grace St","42","casual"
"Mozart St & 55th St","42","member"
"Stewart Ave & 83rd St","41","casual"
"Noble St & Potomac Ave","41","casual"
"Public Rack - Lavergne Ave & Belle Plaine Ave","41","member"
"Pulaski Rd & Lake St","41","member"
"Menard Ave & Milwaukee Ave","41","member"
"Richmond St & 59th St","41","casual"
"Western Ave & 104th St","41","member"
"Kenton Ave & Madison St","41","member"
"Woodlawn & 103rd","41","casual"
"Public Rack - Natoma Ave & Bryn Mawr Ave","41","casual"
"Lawndale Ave & 59th St","41","casual"
"Laramie Ave & Madison St","41","member"
"Commercial Ave & 90th St","40","member"
"Hamlin Ave & 62nd Pl","40","casual"
"Vernon Ave & 107th St","40","casual"
"Vincennes Ave & 95th St","40","casual"
"Kenneth Ave & 50th St","40","member"
"Kilbourn Ave & 49th St","40","casual"
"Public Rack - Forest Glen Station ","40","member"
"Kildare Ave & Chicago Ave","40","casual"
"Nagle Ave & Belmont Ave","40","member"
"Public Rack - Jensen Park","40","casual"
"Mozart St & 79th St","40","casual"
"Ashland Ave & 63rd St","40","casual"
"Albany Ave & Douglas Blvd","40","member"
"Public Rack - Springfield Ave & Lawrence Ave","40","casual"
"Springfield Ave & 47th St","39","casual"
"Francisco Ave & Hollywood Ave","39","member"
"Burley Ave & 85th St","39","casual"
"Lavergne Ave & 46th St","39","casual"
"Kedzie Ave & 104th St","39","casual"
"Ashland Ave & 63rd St","39","member"
"East End Ave & 87th St","39","casual"
"Wentworth Ave & 92nd St","39","member"
"Public Rack - Spaulding Ave & Bryn Mawr Ave","39","member"
"Commercial Ave & 83rd St","39","casual"
"Prospect Sq & 91st St","38","member"
"Oconto Ave & Belmont Ave","38","casual"
"Central Ave & Harrison St","38","casual"
"Public Rack - Irving Park Rd & Leclaire Ave","38","member"
"Damen Ave & 87th St","38","member"
"Public Rack - Natoma Ave & Bryn Mawr Ave","38","member"
"Mason Ave & Grand Ave","38","member"
"Cicero Ave & Wellington Ave","38","casual"
"Public Rack - Kenneth & Carmen","38","member"
"Pulaski Rd & Congress Pkwy","38","member"
"Public Rack - Avers & Lawrence","38","member"
"Mozart St & 55th St","38","casual"
"Komensky Ave & 31st St","38","casual"
"Eggleston Ave & 69th St","37","member"
"Central Park Ave & Douglas Blvd","37","casual"
"Overhill Ave & Belmont Ave","37","member"
"Western Ave & 79th St","37","casual"
"Sacramento Ave & 51st St","37","casual"
"Calumet Ave & 71st St","37","casual"
"St Louis Ave & 51st St","37","casual"
"Racine Ave & 115th St","37","member"
"Major Taylor Trail & 115th St","37","casual"
"Torrence Ave & 126th Pl","37","casual"
"Marmora Ave & Irving Park Rd","37","member"
"Martin Luther King Dr & 87th St","37","casual"
"Aberdeen St & 103rd St","37","casual"
"Spaulding Ave & Milwaukee Ave","36","member"
"Western Ave & 79th St","36","member"
"Commercial Ave & 97th St","36","member"
"Public Rack - Whipple St & 63rd St","36","member"
"Menard Ave & North Ave","36","casual"
"Public Rack - Western Ave & Devon Ave","36","casual"
"Western Ave & 101st St","36","member"
"Kenneth Ave & 50th St","36","casual"
"Public Rack - Kostner Ave & Armitage Ave","36","member"
"Yates Blvd & 93rd St","36","casual"
"Clark St & Washington St","35","casual"
"Public Rack - Central Ave & Lawrence Ave","35","member"
"Woodlawn Ave & 75th St","35","casual"
"Homan Ave & Arthington Ave","35","member"
"Pulaski Rd & 75th St","35","casual"
"Elizabeth St & 47th St","35","casual"
"Wentworth Ave & 92nd St","35","casual"
"Scottsdale Park","35","casual"
"Oriole Ave & Irving Park Rd","35","casual"
"Kildare Ave & 26th St","35","casual"
"Olive Harvey College","35","casual"
"Wabash Ave & 49th St","35","member"
"Public Rack - Western Ave & Jarvis Ave","35","member"
"Public Rack - Keystone Ave & North Ave","35","member"
"Michigan Ave & 71st St","35","member"
"Public Rack - Keating & Peterson","35","casual"
"Harding Ave & Chicago Ave","35","casual"
"Long Ave & Belden Ave","35","casual"
"Vernon Ave & 75th St","35","casual"
"Vincennes Ave & 104th St","35","member"
"Bradley Park","34","member"
"Public Rack - Leamington & Elston","34","casual"
"Kedzie Ave & 110th St","34","casual"
"Archer Ave & 43rd St","34","casual"
"Tripp Ave & 31st St","34","casual"
"Public Rack - Kostner Ave & Armitage Ave","34","casual"
"Dearborn St & Washington St","34","casual"
"State St & Pershing Rd","34","member"
"Dauphin Ave & 103rd St","34","member"
"Vincennes Ave & 79th St","34","casual"
"Phillips Ave & 79th St","34","member"
"Halsted St & 73rd St","34","casual"
"Public Rack - St Louis Ave & Berteau Ave","34","member"
"Yates Blvd & 75th St","34","casual"
"Narragansett Ave & North Ave","34","member"
"Kedzie Ave & Redfield Dr","34","member"
"Avenue O & 134th St","33","casual"
"Whipple St & Roosevelt Rd","33","casual"
"Kedzie Ave & 66th Pl","33","member"
"Pulaski Rd & 75th St","33","member"
"Stony Island Ave & 82nd St","33","member"
"State St & 45th St","33","casual"
"Troy St & Jackson Blvd","33","casual"
"Springfield Ave & 47th St","33","member"
"Springfield Ave & 71st St","33","casual"
"Greenwood Ave & 79th St","32","casual"
"Stony Island Ave & 90th St","32","casual"
"Ewing Ave & Burnham Greenway","32","casual"
"Kostner Ave & Lake St","32","member"
"Pulaski Rd & 60th Pl","32","casual"
"Public Rack - South Shore Dr & 71st St","32","casual"
"Damen Ave & 77th St","32","casual"
"Kildare Ave & Archer Ave","32","member"
"Public Rack - Western Blvd & 49th St","32","casual"
"Narragansett Ave & School St","32","casual"
"Halsted St & 119th St","32","casual"
"Public Rack - Sawyer Ave & Lawrence Ave","32","member"
"Artesian Ave & 71st St","32","member"
"Cottage Grove Ave & 49th St","32","casual"
"Ewing Ave & 98th St","32","casual"
"Seeley Ave & Garfield Blvd","32","casual"
"Burnham Greenway & 105th St","31","member"
"La Villita Park","31","member"
"Central Park Ave & Douglas Blvd","31","member"
"Public Rack - Nashotah & Northwest Hwy","31","member"
"Public Rack - Sawyer Ave & Bryn Mawr Ave - SE","31","member"
"Public Rack - Walden Pkwy & 103rd St","31","casual"
"Public Rack - Kimball Ave & Lawrence Ave","31","casual"
"Public Rack - Washtenaw Ave & Devon Ave","31","casual"
"State St & 76th St","31","member"
"Parnell Ave & 127th St","31","casual"
"Cicero Ave & Flournoy St","31","casual"
"Avenue O & 118th St","31","casual"
"Milwaukee & Fullerton","31","member"
"St. Clair St & Erie St 1","31","casual"
"Karlov Ave & Madison St","30","member"
"Wentworth Ave & Cermak Rd","30","casual"
"Cottage Grove Ave & 78th St","30","casual"
"Major Taylor Trail & 111th St","30","casual"
"Monitor Ave & Division St","30","casual"
"Martin Luther King Dr & 111th St","30","member"
"Ellis Ave & 83rd St","30","member"
"Baltimore Ave & 87th St","30","casual"
"Narragansett Ave & McLean Ave","30","member"
"Public Rack - Irving Park Rd & Leclaire Ave","30","casual"
"Stony Island Ave & 82nd St","29","casual"
"Public Rack - Nagel & Higgins","29","casual"
"Public Rack - Lafayette Ave & 95th St","29","casual"
"Racine Ave & 115th St","29","casual"
"Pulaski Rd & 84th St","29","member"
"Sheffield Ave & Fullerton Ave*","29","casual"
"Stewart Ave & 63rd St","29","casual"
"Tripp Ave & 15th St","29","casual"
"Le Mai Ave & Devon Ave","29","casual"
"Public Rack - Cicero Ave & Belle Plaine Ave","29","member"
"Cicero Ave & Quincy St","29","casual"
"Troy Ave & 27th St","29","casual"
"Ashland Ave & 78th St","29","casual"
"Public Rack - Avers Ave & Irving Park Rd","29","casual"
"Burley Ave & 85th St","29","member"
"Archer Ave & 49th St","29","casual"
"Damen Ave & 33rd St","29","member"
"SCOOTERS CLASSIC - 2132 W Hubbard ST","29","member"
"Lamon Ave & Chicago Ave","29","casual"
"Mulligan Ave & Archer Ave","28","casual"
"Evans Ave & 75th St","28","casual"
"Francisco Ave & Hollywood Ave","28","casual"
"Franklin St & Chicago Ave*","28","casual"
"Harlem Ave & Grace St","28","member"
"Tripp Ave & 31st St","28","member"
"Cicero Ave & Lake St","28","member"
"St. Louis & 71st St","28","member"
"Pulaski Rd & 84th St","28","casual"
"Martin Luther King Dr & 111th St","28","casual"
"Throop St & 99th St","28","casual"
"Halsted St & 78th St","28","member"
"Halsted St & 96th St","28","casual"
"Public Rack - Prairie Ave & 47th St ","28","casual"
"Public Rack - Nagel & Higgins","28","member"
"Throop St & 52nd St","27","casual"
"Marshfield Ave & Diversey Pkwy","27","casual"
"Halsted St & 56th St","27","casual"
"North Ave & New England Ave","27","casual"
"Burling St & Diversey Pkwy*","27","member"
"Damen Ave & 59th St","27","member"
"Sacramento Ave & 25th St","27","casual"
"Kenton Ave & Madison St","27","casual"
"Public Rack - Milwaukee Ave & Higgins Ave","27","casual"
"Kostner Ave & Lake St","27","casual"
"Damen Ave & 51st St","26","member"
"Ashland Ave & 74th St","26","member"
"St Louis Ave & 59th St","26","casual"
"Public Rack - Richard Daley College","26","casual"
"Public Rack - Oak Park & Higgins","26","casual"
"Racine Ave & 65th St","26","casual"
"Fullerton & Monitor","26","casual"
"Public Rack - Penn Elementary School / KIPP Ascend Middle School","26","member"
"Narragansett Ave & School St","26","member"
"Oconto Ave & Belmont Ave","26","member"
"Lawndale Ave & 30th St","26","member"
"Spaulding Ave & 63rd","26","casual"
"Halsted St & 111th St","26","casual"
"Halsted St & Court Pl","26","casual"
"Pulaski Rd & 68th St","26","member"
"Wellington Ave & Mulligan Ave","26","member"
"Woodlawn Ave & 75th St","26","member"
"Public Rack - Kimball Ave & Carmen Ave","26","member"
"Laramie Ave & Madison St","26","casual"
"Public Rack - Monticello & Lawrence","26","member"
"California Ave & 36th St","26","member"
"Public Rack - Washington Park Ct & 51st St","26","member"
"Cottage Grove Ave & 111th Pl","26","member"
"Harding Ave & 31st St","26","member"
"Public Rack - Lawrence Ave & Kimball Ave","26","member"
"Racine Ave & 65th St","25","member"
"Artesian Ave & 55th St","25","member"
"Damen Ave & 74th St","25","casual"
"Pulaski Rd & 60th St","25","member"
"Indiana Ave & 103rd St","25","casual"
"Public Rack - Drake Ave & Leland Ave","25","casual"
"Sacramento Blvd & Polk St","25","casual"
"Constance Ave & 95th St","25","casual"
"Constance Ave & 95th St","25","member"
"State St & 76th St","25","casual"
"Burley Ave & 91st St","25","casual"
"Homan Ave & 77th St","25","casual"
"Sawyer Ave & Fullerton Ave","25","member"
"Meade Ave & Diversey Ave","25","member"
"Kedzie Ave & 66th Pl","25","casual"
"Public Rack - Langley Ave & 49th St","25","casual"
"Harding Ave & 31st St","25","casual"
"Public Rack - Milwaukee Ave & School St","25","member"
"Public Rack - California Ave & Ogden Ave","25","casual"
"Parkside Ave & Armitage Ave","25","member"
"Kedzie Ave & 52nd St","25","member"
"Roscoe & Harlem","24","casual"
"Artesian Ave & Marquette Rd","24","casual"
"Karlov Ave & Fillmore St","24","casual"
"Public Rack - Milwaukee Ave & Kennedy Expy","24","casual"
"Major Ave & Bloomingdale Ave","24","casual"
"Columbus Ave & 83rd Pl","24","casual"
"Pulaski Rd & Ann Lurie Pl","24","casual"
"Mulligan Ave & Archer Ave","24","member"
"Torrence Ave & 106th St","24","casual"
"Archer Ave & Homan Ave","24","casual"
"Granville Ave & Pulaski Rd","24","casual"
"State St & 123rd St","24","casual"
"Homan Ave & 26th St","24","member"
"Rockwell St & 63rd St","24","member"
"Pulaski Rd & 68th St","24","casual"
"State St & 127th St","23","casual"
"Halsted St & 83rd St","23","casual"
"State St & 111th St","23","casual"
"Rockwell St & 57th St","23","member"
"Public Rack - Komensky Ave & 59th St","23","member"
"Hale Ave & 107th St","23","member"
"Kedzie Ave & 73rd St","23","casual"
"Western Ave & 62nd St","23","casual"
"Pulaski Rd & 60th St","23","casual"
"Meade Ave & Addison St","23","member"
"Public Rack - Greenwood Ave & Lake Park Ave","23","member"
"Central Ave & Harrison St","23","member"
"Springfield Ave & 80th St","23","casual"
"Public Rack - Kimbark Ave & 67th St","23","member"
"Vernon Ave & 107th St","23","member"
"Parkside Ave & Armitage Ave","23","casual"
"St Louis Ave & 51st St","23","member"
"South Chicago Ave & 83rd St","23","casual"
"Yates Blvd & 93rd St","22","member"
"Augusta Blvd & Laramie Ave","22","member"
"Avers Ave & 16th St","22","casual"
"Loomis St & 95th St","22","casual"
"Loomis St & 95th St","22","member"
"Michigan Ave & 113th St","22","casual"
"Public Rack - Central Park & Peterson","22","member"
"Public Rack - Delphina & Foster","22","member"
"Public Rack - Lowell Ave & Elston Ave","22","member"
"Public Rack - Mango & Higgins","22","casual"
"Public Rack - Minuteman Park","22","member"
"Public Rack - Walden Pkwy & 103rd St","22","member"
"Rockwell St & 63rd St","22","casual"
"Vincennes Ave & 75th St","21","casual"
"Public Rack - Central Ave & Lawrence Ave","21","casual"
"Public Rack - Wilbur Wright College South","21","casual"
"Mango Ave & North Ave","21","member"
"Karlov Ave & Madison St","21","casual"
"Western Ave & 81st St","21","member"
"Throop St & 52nd St","21","member"
"Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY)","21","casual"
"Public Rack - Kenneth & Carmen","21","casual"
"Public Rack - Champlain Ave & 65th St","21","member"
"Archer Ave & 43rd St","21","member"
"Spaulding Ave & 63rd","21","member"
"Public Rack - St Louis Ave & Berteau Ave","21","casual"
"Stewart Ave & 63rd St","21","member"
"Cottage Grove Ave & 71st St","21","member"
"Commercial Ave & 90th St","21","casual"
"Sacramento Ave & 51st St","21","member"
"Loomis St & Lexington St*","21","casual"
"Public Rack - Parkside & Elston","21","casual"
"Public Rack - Karlov Ave & Kamerling Ave","21","casual"
"Kedzie Ave & 73rd St","21","member"
"Sedgwick St & North Ave*","21","casual"
"Halsted St & Dickens Ave*","21","casual"
"S Michigan Ave & E 118th St","21","casual"
"Seeley Ave & Garfield Blvd","21","member"
"Halsted St & 78th St","21","casual"
"Halsted St & 123rd St","21","casual"
"Public Rack - Pulaski & Rosemont","21","member"
"Public Rack - Rockwell Ave & Touhy Ave ","20","casual"
"Steelworkers Park (Updated)","20","casual"
"Public Rack - Minuteman Park","20","casual"
"St Louis Ave & Norman Bobbins Pl","20","member"
"Public Rack - Milwaukee Ave & School St","20","casual"
"Michigan Ave & 108th St","20","casual"
"Jeffery Blvd & 76th St","20","member"
"Public Rack - Kenton Ave & Palmer St","20","casual"
"Public Rack - Woodlawn Ave & 63rd St S","20","casual"
"Greenwood Ave & 97th St","20","casual"
"Vernon Ave & 79th St","20","casual"
"Public Rack - Austin Blvd & North Ave","20","casual"
"Ewing Ave & 97th St","20","casual"
"Whipple St & Roosevelt Rd","20","member"
"Elizabeth St & 92nd St","20","casual"
"South Chicago Ave & 83rd St","20","member"
"Public Rack - Milwaukee Ave & Culyer Ave","19","casual"
"Knox Ave & Marquette Ave","19","member"
"Lamon Ave & 47th St","19","casual"
"Racine Ave & 57th St","19","casual"
"Southport Ave & Waveland Ave*","19","casual"
"Public Rack - Lockwood Ave & Diversey Ave","19","member"
"Rainbow - Beach","19","casual"
"Cicero Ave & Quincy St","19","member"
"Public Rack - Sawyer Ave & Bryn Mawr Ave - SE","19","casual"
"Public Rack - Lawrence Ave & Kimball Ave","19","casual"
"Eggleston Ave & 115th St","19","casual"
"Wabash Ave & 83rd St","19","casual"
"Roscoe & Harlem","19","member"
"Halsted St & 73rd St","19","member"
"Paulina Ave & 87th St","19","member"
"North Ave & New England Ave","19","member"
"Artesian Ave & 71st St","19","casual"
"Public Rack - Milwaukee Ave & Catalpa Ave","19","member"
"Public Rack - Lake Shore Dr & Hayes Dr","19","casual"
"Public Rack - Milwaukee Ave & Pensacola Ave","19","casual"
"Public Rack - Milwaukee Ave & Warner Ave","19","member"
"Marquette Ave & 89th St","19","casual"
"Keeler Ave & Roosevelt Rd","19","member"
"Kildare & Cermak","19","casual"
"Altgeld Gardens","19","casual"
"Western Ave & 111th St","19","member"
"Public Rack - Pulaski Rd & Fullerton Ave","18","member"
"Ewing Ave & 98th St","18","member"
"Public Rack - Keystone Ave & North Ave","18","casual"
"Marmora Ave & Belmont Ave","18","member"
"Lawndale Ave & 16th St","18","member"
"Cottage Grove Ave & 78th St","18","member"
"Public Rack - Milwaukee Ave & Kennedy Expy","18","member"
"Public Rack - Norwood Park Station ","18","casual"
"Public Rack - Mulligan & Northwest Hwy","18","casual"
"Public Rack - Peterson Park","18","casual"
"Burley Ave & 91st St","18","member"
"Public Rack - Forest Glen Station ","18","casual"
"Public Rack - Bryn Mawr Ave & Spaulding Ave","18","member"
"Evans Ave & 75th St","18","member"
"Public Rack - Western Blvd & 49th St","18","member"
"Public Rack - Kimball Ave & Carmen Ave","17","casual"
"Stony Island Ave & South Chicago Ave","17","member"
"Calumet Ave & 71st St","17","member"
"Public Rack - Pulaski Rd & 44th St","17","casual"
"Princeton Ave & 95th St","17","member"
"Public Rack - Greenwood Ave & Lake Park Ave","17","casual"
"Pershing Rd & Sacramento Ave","17","member"
"Paulina Ave & 87th St","17","casual"
"Hubbard St Depot","17","member"
"Racine Ave & 61st St","17","member"
"Pulaski Rd & 60th Pl","17","member"
"Public Rack - Milwaukee Ave & Culyer Ave","17","member"
"MLK Jr Dr & 83rd St","17","casual"
"S Aberdeen St & W 106th St","17","casual"
"Public Rack - Milwaukee Ave & Pensacola Ave","17","member"
"Marshfield Ave & 59th St","17","member"
"Public Rack - Christiana & Lincoln","17","member"
"Public Rack - St Louis & Lincoln","17","member"
"Public Rack - Prairie Ave & Garfield Blvd N","16","member"
"Public Rack - Trumbull Ave & 111th St","16","casual"
"Ashland Ave & 66th St","16","member"
"Public Rack - Kedzie Ave & 64th St - SW","16","member"
"California Ave & 29th St","16","member"
"Lavergne Ave & 44th St","16","casual"
"Latrobe Ave & Chicago Ave","16","casual"
"Halsted St & 83rd St","16","member"
"Public Rack - Lockwood & Archer","16","casual"
"Stony Island Ave & South Chicago Ave","16","casual"
"Racine Ave & Garfield Blvd","16","member"
"Milwaukee Ave & Diversey Ave","16","member"
"Homan Ave & 65th St","16","casual"
"Public Rack - Natoma Ave & 61st St","16","member"
"Summit Ave & 86th St","16","member"
"Public Rack - Laramie Ave & Belmont Ave","16","member"
"Kostner Ave & Adams St","16","casual"
"Central Park Ave & 66th St","16","casual"
"Springfield Ave & 71st St","16","member"
"Laflin St & 115th St","15","casual"
"Public Rack - N. Oakview and W. Gregory St","15","member"
"Public Rack - Olmstead Ave & Oliphant Ave","15","casual"
"Public Rack - King Dr & Oakwood Blvd","15","member"
"Public Rack - Mont Clare Ave & Higgins Ave","15","member"
"Public Rack - Marquette Rd & 67th St","15","member"
"Public Rack - Peterson Ave & Milwaukee Ave","15","member"
"Commercial Ave & 100th St","15","member"
"Public Rack - Sacramento Ave & Devon Ave","15","member"
"Panama Ave & Grace St","15","member"
"Artesian Ave & Marquette Rd","15","member"
"Public Rack - Sacramento Ave & Devon Ave","15","casual"
"Public Rack - Halsted St & 63rd St","15","member"
"Manistee Ave & 95th St","15","casual"
"Mango Ave & Diversey Ave","15","member"
"Public Rack - Parkside & 63rd","15","member"
"Major Taylor Trail & 124th St","15","casual"
"Summit Ave & 86th St","15","casual"
"Public Rack - Kedvale Ave & 63rd St W","15","casual"
"Western Ave & 62nd St","15","member"
"Public Rack - Bernard St & Foster Ave","15","casual"
"Michigan Ave & 71st St","15","casual"
"May St & 69th St","15","casual"
"Public Rack - Houston Ave & 91st St","15","member"
"Loomis St & 89th St","15","member"
"St. Clair St & Erie St 2","15","casual"
"Clyde Ave & 87th St","15","member"
"Public Rack - Pulaski Rd & Armitage Ave","15","member"
"Public Rack - Forest Glen & Peterson","15","member"
"Public Rack - Leclaire Ave & Division St","15","member"
"Ashland Ave & 78th St","15","member"
"Halsted St & 104th St","15","member"
"Lawndale Ave & 111th St","15","member"
"Public Rack - Prairie Ave & Garfield Blvd N","15","casual"
"Columbus Ave & 79th St","14","member"
"Mayfield Ave & Roosevelt Rd","14","member"
"May St & 69th St","14","member"
"N Clark St & W Elm St","14","casual"
"Doty Ave & 111th St","14","member"
"Addison Red Line Corral","14","casual"
"Public Rack - Mozart Elementary School","14","member"
"Michigan Ave & 114th St","14","casual"
"Laflin St & 115th St","14","member"
"Public Rack - Evans Ave & 63rd St","14","casual"
"Public Rack - Avers & Lawrence","14","casual"
"Public Rack - Garfield Park Conservatory","14","casual"
"Damen Ave & 74th St","14","member"
"Rainbow - Beach","13","member"
"Public Rack - Kedzie Ave & Walnut St","13","member"
"Racine Ave & 57th St","13","member"
"California Ave & 29th St","13","casual"
"Cicero Ave & Flournoy St","13","member"
"Commercial Ave & 100th St","13","casual"
"East End Ave & 87th St","13","member"
"Fullerton & Monitor","13","member"
"Halsted St & 56th St","13","member"
"Indiana Ave & 133rd St","13","casual"
"Karlov Ave & Fillmore St","13","member"
"Kedzie Ave & 38th Pl","13","member"
"Public Rack - Mozart Elementary School","13","casual"
"Public Rack - Laramie Ave & Belmont Ave","13","casual"
"Monitor Ave & Division St","13","member"
"Newcastle Ave & Irving Park Rd","13","member"
"Oriole Ave & Irving Park Rd","13","member"
"Public Rack - Langley Ave & Oakwood Blvd","13","casual"
"Public Rack - Pulaski & Ardmore","13","member"
"Public Rack - Pulaski Rd & Fullerton Ave","13","casual"
"Public Rack - Avondale Ave & Addison St","13","casual"
"Stony Island Ave & 90th St","13","member"
"Public Rack - Bryn Mawr Ave & Spaulding Ave","13","casual"
"Public Rack - S. Kilpatrick and W. 79th","13","casual"
"Public Rack - Cicero Ave & North Ave","13","member"
"Bennett Ave & 79th St","13","casual"
"Shore Dr & 53rd St","13","casual"
"Public Rack - Delphina & Foster","13","casual"
"Sheffield Ave & Kingsbury St*","13","casual"
"Public Rack - Washington Park Ct & 51st St","13","casual"
"Public Rack - Garfield Park Conservatory","13","member"
"Public Rack - Western Ave & 100th St","13","casual"
"S Wentworth Ave & W 111th St","13","casual"
"Public Rack - Western Ave & 92nd Pl","13","casual"
"Eberhart Ave & 91st St","12","member"
"Public Rack - Avondale Ave & Addison St","12","member"
"Public Rack - Wilbur Wright College South","12","member"
"Troy Ave & 27th St","12","member"
"Wabash Ave & 59th St","12","member"
"Greenwood Ave & 79th St","12","member"
"Lamon Ave & 47th St","12","member"
"Public Rack - Justine St & 87th St","12","casual"
"Public Rack - Holbrook St & Milwaukee Ave","12","member"
"Sacramento Blvd & Polk St","12","member"
"Loomis Blvd & 84th St","12","member"
"Public Rack - Jeffery Blvd & 67th St","12","member"
"Public Rack - Fullerton Ave & Narragansett Ave","12","casual"
"Kildare Ave & 47th St","12","member"
"Wentworth Ave & 107th St","12","member"
"Public Rack - Odell & Talcott","12","casual"
"Public Rack - King Dr & 115th St","12","casual"
"Public Rack - Wolcott Ave & 61st St","12","member"
"Public Rack - Jeffery Blvd & 67th St","12","casual"
"Campbell Ave & 51st St","12","member"
"Public Rack - Emerald Ave & 45th St","12","member"
"Public Rack - Talman Ave & 51st St","12","casual"
"Spaulding Ave & Milwaukee Ave","12","casual"
"Public Rack - Overhill Ave & Touhy Ave","12","casual"
"Public Rack - Milwaukee Ave & Lawrence Ave","12","casual"
"Public Rack - Christiana Ave & 55th St","12","casual"
"Public Rack - Lotus Ave & Lawrence Ave","12","casual"
"Public Rack - Milwaukee Ave & Addison St","12","casual"
"Addison Red Line Corral","12","member"
"Public Rack - Central & Leland","12","member"
"Public Rack - Campbell Ave & Pratt Blvd","12","casual"
"Public Rack - Rockwell Ave & Touhy Ave ","12","member"
"Public Rack - California Ave & Devon Ave - NE","12","member"
"Public Rack - Komensky Ave & 63rd St","12","member"
"Marquette Ave & 89th St","11","member"
"Public Rack - Langley Ave & Oakwood Blvd","11","member"
"Mason Ave & Belmont Ave","11","member"
"Public Rack - Ewing Ave & Indianapolis Ave","11","member"
"Hegewisch Metra Station","11","member"
"Commercial Ave & 130th St","11","member"
"Public Rack - Linder Ave & 64th Pl","11","casual"
"South Chicago Ave & Elliot Ave","11","casual"
"Public Rack - 532 E 43rd St","11","member"
"Public Rack - Cicero & 64th","11","casual"
"Wood St & 84th St","11","casual"
"Vincennes Ave & 75th St","11","member"
"Public Rack - Melvina & Foster","11","casual"
"Major Taylor Trail & 115th St","11","member"
"Public Rack - Christiana & Lincoln","11","casual"
"Public Rack - Western Ave & Jarvis Ave","11","casual"
"Public Rack - Lavergne Ave & Belle Plaine Ave","11","casual"
"Public Rack - Bernard St & Foster Ave","11","member"
"Public Rack - Northwest Hwy & Neva Ave","11","member"
"Columbus Ave & 83rd Pl","11","member"
"Racine Ave & 61st St","11","casual"
"Komensky Ave & 55th St","11","member"
"Oketo Ave & Addison St","11","member"
"Public Rack - Christiana Ave & Lawrence Ave","10","member"
"Ashland Ave & Garfield Blvd","10","member"
"Public Rack - Kenton & Lawrence","10","member"
"Kedzie Ave & 110th St","10","member"
"Leamington Ave & Hirsch St","10","member"
"Public Rack - Central Ave & Pensacola Ave","10","member"
"Greenwood Ave & 91st St","10","member"
"Major Ave & Bloomingdale Ave","10","member"
"State St & 111th St","10","member"
"Public Rack - Mont Clare Ave & Higgins Ave","10","casual"
"Public Rack - Oak Park & Higgins","10","member"
"Public Rack - Kostner Ave & Diversey Ave","10","member"
"Public Rack - Kilpatrick & Elston","10","casual"
"Ave L & 114th","10","member"
"Public Rack - Kostner Ave & North Ave","10","member"
"Public Rack - 532 E 43rd St","10","casual"
"Public Rack - Rutherford Ave & Belmont Ave","10","casual"
"Sawyer Ave & Fullerton Ave","10","casual"
"Public Rack - Ewing Ave & 107th St","10","casual"
"Public Rack - Oak Park Ave & Foster Ave","10","casual"
"Halsted St & 119th St","10","member"
"Public Rack - Linder & Elston","10","casual"
"Kildare & Cermak","10","member"
"Public Rack - Touhy Ave & Oconto Ave","10","casual"
"Wood St & Milwaukee Ave*","10","casual"
"Public Rack - Kenton Ave & Palmer St","10","member"
"Carpenter St & 63rd St","10","casual"
"Public Rack - California Ave & Ogden Ave","10","member"
"Laramie Ave & Gladys Ave","10","member"
"Public Rack - Lockwood & Archer","10","member"
"Public Rack - California Ave & Devon Ave - NW","10","member"
"Public Rack - Western Ave & 47th Pl","10","casual"
"Public Rack - Menard Ave & Belmont Ave","9","casual"
"Loomis St & 89th St","9","casual"
"Kildare Ave & 55th St","9","member"
"Mango Ave & Grand Ave","9","casual"
"Manistee Ave & 95th St","9","member"
"Public Rack - Milwaukee Ave & Waveland Ave","9","member"
"Marshfield Ave & 59th St","9","casual"
"Public Rack - Olmstead Ave & Oliphant Ave","9","member"
"Indiana Ave & 133rd St","9","member"
"Public Rack - Menard Ave & Dakin St - midblock","9","casual"
"Public Rack - 111th St - Morgan Park Metra","9","member"
"Public Rack - Pulaski & Ardmore","9","casual"
"Public Rack - Austin Blvd & North Ave","9","member"
"Franciso Ave & Bloomingdale Ave","9","member"
"Ewing Ave & 97th St","9","member"
"Public Rack - Avers Ave & Ogden Ave","9","casual"
"Elizabeth St & 92nd St","9","member"
"Eberhart Ave & 131st St","9","casual"
"Damen Ave & 77th St","9","member"
"Damen Ave & 33rd St","9","casual"
"Public Rack - Rutherford Ave & Belmont Ave","9","member"
"Public Rack - Sacramento Blvd & Washington Blvd","9","member"
"Public Rack - Lotus Ave & Lawrence Ave","9","member"
"Public Rack - Sawyer Ave & Lawrence Ave","9","casual"
"Public Rack - Spaulding Ave & Foster Ave","9","member"
"Public Rack - Cicero Ave & North Ave","9","casual"
"Public Rack - State ST & 42nd St","9","member"
"Southport Ave & Wrightwood Ave*","9","casual"
"Public Rack - Cottage Grove & 86th St","9","member"
"Public Rack - Irving Park Rd & Menard Ave","9","casual"
"Bennett Ave & 79th St","9","member"
"Public Rack - Linder & Elston","9","member"
